type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,7.1,0.39,2.1,30.0,124.0,0.9908,0.25,0.036,0.43,3.28,12.2,2
white,8.0,0.37,9.6,23.0,159.0,0.99795,0.23,0.054,0.47,3.32,9.8,0
white,6.3,0.2,5.8,24.0,144.0,0.99425,0.33,0.04,0.63,3.15,9.9,0
white,6.2,0.19,5.6,22.0,143.0,0.99425,0.33,0.042,0.63,3.15,9.9,0
white,6.3,0.19,5.8,22.0,145.0,0.9943,0.34,0.041,0.63,3.15,9.9,0
white,5.8,0.05,0.8,11.0,30.0,0.9924,0.29,0.038,0.35,3.36,9.2,0
white,8.0,0.26,1.2,11.5,88.0,0.9946,0.32,0.05,0.37,3.24,9.5,0
white,5.6,0.05,0.8,11.0,30.0,0.9924,0.29,0.038,0.35,3.36,9.2,0
white,7.4,0.39,4.7,36.0,137.0,0.995,0.13,0.042,0.56,3.36,10.3,1
white,7.7,0.32,1.6,23.0,124.0,0.9919,0.3,0.037,0.33,2.93,11.0,1
white,7.0,0.34,1.4,27.0,107.0,0.99,0.24,0.031,0.39,3.06,11.9,1
white,8.6,0.4,1.1,20.0,107.0,0.9923,0.18,0.04,0.32,2.94,10.2,1
white,7.0,0.32,4.6,59.0,144.0,0.9956,0.11,0.057,0.44,3.55,9.4,1
white,7.7,0.62,10.6,56.0,153.0,0.9978,0.32,0.036,0.44,3.13,8.9,1
white,7.7,0.62,10.6,56.0,153.0,0.9978,0.32,0.036,0.44,3.13,8.9,1
white,6.5,0.27,12.9,69.0,215.0,0.9967,0.26,0.044,0.43,3.17,10.0,1
white,7.9,0.41,2.0,50.0,152.0,0.9934,0.28,0.044,0.49,3.45,10.7,2
white,6.3,0.23,2.9,13.0,100.0,0.9936,0.27,0.047,0.43,3.28,9.8,0
white,5.4,0.1,2.8,26.0,80.0,0.9932,0.595,0.042,0.38,3.36,9.3,0
white,6.7,0.33,2.9,52.0,173.0,0.9934,0.25,0.057,0.48,3.02,9.5,1
white,6.5,0.35,12.0,47.0,179.0,0.998,0.25,0.055,0.47,3.58,10.0,0
white,6.1,0.58,15.0,42.0,115.0,0.9978,0.36,0.044,0.51,3.15,9.0,0
white,7.7,0.52,5.9,21.0,84.0,0.9929,0.17,0.017,0.4,3.14,11.9,1
white,6.4,0.43,12.6,64.0,230.0,0.9974,0.26,0.033,0.38,3.08,8.9,0
white,6.5,0.28,12.5,80.0,225.0,0.99685,0.26,0.046,0.41,3.18,10.0,1
white,5.9,0.33,7.4,58.0,205.0,0.99495,0.29,0.037,0.41,3.26,9.6,0
white,6.2,0.43,13.0,64.0,233.0,0.99745,0.28,0.039,0.38,3.08,8.9,0
white,6.1,0.44,6.7,61.0,230.0,0.99505,0.27,0.041,0.4,3.12,8.9,0
white,6.4,0.32,1.4,10.0,67.0,0.992,0.43,0.048,0.41,3.08,11.4,0
white,6.1,0.58,15.0,42.0,115.0,0.9978,0.36,0.044,0.51,3.15,9.0,0
white,6.2,0.29,7.3,56.0,244.0,0.9956,0.35,0.044,0.55,3.36,10.0,1
white,7.7,0.29,15.3,39.0,194.0,0.9982,0.24,0.044,0.47,3.06,9.6,1
white,6.2,0.28,7.5,40.0,197.0,0.99485,0.34,0.034,0.6,3.14,9.7,0
white,6.3,0.46,11.75,61.0,212.0,0.9971,0.27,0.037,0.53,3.25,9.5,1
white,5.4,0.19,1.6,27.0,88.0,0.99265,0.415,0.039,0.41,3.54,10.0,1
white,6.9,0.36,3.5,31.0,135.0,0.9904,0.48,0.03,0.38,3.14,12.2,1
white,6.5,0.33,8.0,16.0,131.0,0.9965,0.18,0.051,0.44,3.28,8.7,1
white,6.7,0.29,5.0,28.0,105.0,0.9946,0.15,0.058,0.44,3.52,10.2,1
white,8.5,0.35,1.6,24.0,147.0,0.9935,0.16,0.039,0.36,2.96,10.0,0
white,6.8,0.25,3.2,10.0,57.0,0.996,0.705,0.048,0.52,3.36,9.5,0
white,7.3,0.39,6.4,8.0,84.0,0.9942,0.25,0.034,0.46,3.18,11.5,0
white,7.6,0.26,1.9,15.0,134.0,0.9936,0.345,0.043,0.38,3.08,9.5,0
white,7.6,0.34,9.7,26.0,143.0,0.9965,0.22,0.035,0.49,3.08,9.8,1
white,6.5,0.33,1.4,14.0,99.0,0.9928,0.17,0.028,0.55,3.23,10.1,1
white,8.2,0.37,1.3,39.0,117.0,0.9928,0.23,0.042,0.36,2.99,10.0,0
white,7.6,0.34,9.7,26.0,143.0,0.9965,0.22,0.035,0.49,3.08,9.8,1
white,7.6,0.26,1.9,15.0,134.0,0.9936,0.345,0.043,0.38,3.08,9.5,0
white,7.5,0.26,1.8,13.0,133.0,0.9938,0.32,0.042,0.38,3.07,9.5,0
white,6.6,0.32,0.9,25.0,79.0,0.9926,0.23,0.041,0.54,3.39,10.2,1
white,6.6,0.32,1.1,25.0,78.0,0.9926,0.2,0.039,0.54,3.39,10.2,1
white,7.3,0.34,15.4,38.0,174.0,0.9983,0.24,0.05,0.42,3.03,9.0,1
white,7.3,0.34,15.4,38.0,174.0,0.9983,0.24,0.05,0.42,3.03,9.0,1
white,8.0,0.36,5.0,34.0,101.0,0.992,0.42,0.037,0.57,3.13,12.3,1
white,7.3,0.34,15.4,38.0,174.0,0.9983,0.24,0.05,0.42,3.03,9.0,1
white,6.1,0.25,4.0,23.0,112.0,0.9923,0.19,0.023,0.51,3.37,11.6,1
white,5.9,0.21,12.5,36.0,152.0,0.9972,0.26,0.034,0.43,3.28,9.5,1
white,8.3,0.43,3.2,14.0,101.0,0.9928,0.23,0.035,0.36,3.15,11.5,0
white,6.5,0.28,1.8,43.0,188.0,0.9928,0.34,0.041,0.37,3.13,9.6,1
white,6.8,0.35,17.5,38.0,153.0,0.9994,0.22,0.039,0.42,3.24,9.0,1
white,6.5,0.33,1.9,23.0,93.0,0.991,0.08,0.028,0.7,3.34,12.0,1
white,5.5,0.09,1.6,18.0,68.0,0.9906,0.42,0.019,0.51,3.33,11.4,1
white,5.1,0.01,1.5,25.0,102.0,0.9894,0.42,0.017,0.36,3.38,12.3,1
white,6.0,0.19,1.7,24.0,110.0,0.9898,0.27,0.02,0.47,3.32,12.6,1
white,6.5,0.33,1.9,23.0,93.0,0.991,0.08,0.028,0.7,3.34,12.0,1
white,7.1,0.38,1.8,14.0,114.0,0.9925,0.13,0.046,0.9,3.32,11.7,1
white,7.6,0.25,4.3,22.0,111.0,0.9956,0.3,0.054,0.49,3.12,9.2,0
white,6.6,0.3,4.9,47.0,131.0,0.9946,0.13,0.058,0.45,3.51,10.3,1
white,6.5,0.33,7.6,53.0,189.0,0.9966,0.14,0.05,0.49,3.25,8.6,0
white,7.7,0.33,6.7,32.0,155.0,0.9951,0.28,0.037,0.62,3.39,10.7,1
white,7.7,0.33,6.7,32.0,155.0,0.9951,0.28,0.037,0.62,3.39,10.7,1
white,5.1,0.21,1.7,15.0,72.0,0.9894,0.39,0.027,0.45,3.5,12.5,1
white,5.7,0.34,4.2,21.0,77.0,0.9907,0.36,0.026,0.45,3.41,11.9,1
white,6.9,0.33,1.6,63.0,149.0,0.9925,0.19,0.043,0.52,3.44,10.8,0
white,6.0,0.21,1.9,29.0,122.0,0.9928,0.41,0.05,0.52,3.42,10.5,1
white,7.4,0.3,5.3,44.0,161.0,0.9941,0.28,0.054,0.48,3.12,10.3,1
white,7.4,0.3,5.2,45.0,163.0,0.9941,0.3,0.053,0.45,3.12,10.3,1
white,6.9,0.33,1.6,63.0,149.0,0.9925,0.19,0.043,0.52,3.44,10.8,0
white,7.7,0.39,8.9,8.0,117.0,0.9935,0.28,0.036,0.38,3.06,12.0,1
white,8.6,0.38,3.4,41.0,143.0,0.9932,0.16,0.04,0.39,2.95,10.2,1
white,8.2,0.44,1.3,7.0,69.0,0.9944,0.26,0.046,0.62,3.14,10.2,0
white,6.5,0.27,15.2,75.0,217.0,0.9972,0.25,0.049,0.39,3.19,9.9,0
white,7.0,0.18,1.3,9.0,62.0,0.994,0.24,0.046,0.47,3.38,10.1,0
white,8.6,0.36,1.8,24.0,187.0,0.9956,0.18,0.04,0.55,3.25,9.5,1
white,7.8,0.34,1.6,27.0,154.0,0.9927,0.27,0.046,0.45,3.05,10.5,1
white,6.0,0.34,1.3,6.0,29.0,0.9924,0.26,0.046,0.63,3.29,10.4,0
white,6.1,0.27,9.8,33.0,152.0,0.9966,0.24,0.062,0.47,3.31,9.5,1
white,8.0,0.3,17.45,43.0,184.0,0.9997,0.24,0.056,0.5,3.05,9.2,1
white,7.6,0.6,2.1,47.0,165.0,0.9936,0.21,0.046,0.54,3.05,10.1,1
white,8.0,0.36,1.8,16.0,84.0,0.9936,0.19,0.05,0.45,3.15,9.8,1
white,6.4,0.41,6.8,61.0,216.0,0.9952,0.28,0.045,0.46,3.09,9.4,0
white,6.4,0.43,7.1,60.0,221.0,0.9952,0.28,0.045,0.45,3.09,9.4,1
white,6.9,0.39,1.3,18.0,136.0,0.9928,0.24,0.063,0.48,3.31,10.4,1
white,5.8,0.26,3.3,40.0,153.0,0.9911,0.36,0.038,0.55,3.34,11.3,1
white,6.6,0.28,3.3,18.0,91.0,0.993,0.18,0.044,0.64,3.42,10.8,1
white,5.8,0.26,3.3,40.0,153.0,0.9911,0.36,0.038,0.55,3.34,11.3,1
white,5.1,0.06,2.7,30.0,79.0,0.9932,0.52,0.052,0.43,3.32,9.3,0
white,6.6,0.37,1.2,45.0,199.0,0.993,0.22,0.059,0.55,3.37,10.3,1
white,8.3,0.39,1.3,32.0,146.0,0.993,0.15,0.055,0.39,3.08,10.5,1
white,7.6,0.44,1.4,25.0,109.0,0.9932,0.16,0.043,0.75,3.11,10.3,1
white,7.7,0.41,1.7,60.0,173.0,0.9932,0.16,0.048,0.66,3.24,11.2,1
white,8.3,0.48,1.7,31.0,98.0,0.9943,0.16,0.057,0.41,3.15,10.3,1
white,6.2,0.47,11.6,62.0,210.0,0.9968,0.25,0.048,0.5,3.19,9.5,0
white,6.1,0.27,12.6,63.0,162.0,0.9994,0.16,0.064,0.43,3.66,8.9,0
white,7.6,0.22,2.8,19.0,113.0,0.9926,0.39,0.036,0.29,3.03,10.2,0
white,6.8,0.47,11.2,44.0,136.0,0.9968,0.37,0.071,0.88,2.98,9.2,0
white,7.6,0.44,1.4,25.0,109.0,0.9932,0.16,0.043,0.75,3.11,10.3,1
white,7.1,0.42,1.4,47.0,157.0,0.9916,0.18,0.045,0.31,2.95,10.5,1
white,8.3,0.26,1.5,56.0,189.0,0.9946,0.14,0.049,0.62,3.21,9.5,1
white,8.6,0.42,1.5,35.0,125.0,0.9925,0.2,0.041,0.49,3.11,11.4,1
white,8.6,0.42,1.5,35.0,125.0,0.9925,0.2,0.041,0.49,3.11,11.4,1
white,6.8,0.32,7.05,54.0,188.0,0.9935,0.19,0.019,0.37,3.25,11.1,2
white,7.6,0.38,10.6,48.0,174.0,0.9962,0.19,0.06,0.38,3.13,10.5,1
white,6.2,0.46,1.6,38.0,123.0,0.993,0.15,0.039,0.51,3.38,9.7,1
white,6.6,0.44,1.6,47.0,140.0,0.993,0.14,0.042,0.51,3.32,10.2,1
white,8.0,0.17,8.2,13.0,60.0,0.9956,0.55,0.04,0.3,3.09,9.5,0
white,7.0,0.35,1.5,51.0,128.0,0.9941,0.24,0.052,0.59,3.41,10.4,1
white,6.3,0.44,11.0,50.0,245.0,0.9972,0.6,0.05,0.57,3.19,9.3,0
white,7.1,0.41,2.1,24.0,166.0,0.9948,0.2,0.054,0.62,3.48,10.5,1
white,6.2,0.29,7.6,45.0,232.0,0.9955,0.34,0.047,0.62,3.35,10.0,1
white,7.1,0.36,6.8,44.5,234.0,0.9972,0.3,0.055,0.64,3.49,10.2,1
white,7.1,0.36,6.8,44.5,234.0,0.9972,0.3,0.055,0.64,3.49,10.2,1
white,7.9,0.46,10.6,33.0,227.0,0.9983,0.64,0.244,0.74,2.87,9.1,0
white,8.8,0.38,1.8,39.0,148.0,0.9942,0.17,0.04,0.67,3.16,10.2,1
white,7.5,0.37,1.5,18.0,75.0,0.9936,0.17,0.06,0.88,3.54,10.7,0
white,7.1,0.24,6.0,11.0,77.0,0.9956,0.47,0.044,0.56,3.21,9.7,0
white,7.1,0.34,5.3,33.0,104.0,0.9953,0.15,0.034,0.52,3.37,9.3,1
white,7.5,0.34,1.4,13.0,102.0,0.9918,0.17,0.035,0.74,3.05,11.0,0
white,8.2,0.3,2.1,17.0,138.0,0.995,0.68,0.047,0.71,3.22,10.8,0
white,7.7,0.3,1.0,19.0,75.0,0.992,0.275,0.039,0.56,3.01,10.7,0
white,7.3,0.32,5.2,18.0,104.0,0.9952,0.49,0.043,0.45,3.24,10.7,0
white,7.5,0.48,19.45,55.0,243.0,1.001,0.33,0.048,0.4,2.95,8.8,0
white,7.2,0.37,1.6,23.0,94.0,0.9924,0.21,0.049,0.48,3.16,10.9,1
white,7.3,0.4,2.0,24.0,92.0,0.9932,0.15,0.05,0.45,3.14,10.5,0
white,6.5,0.1,1.3,23.0,107.0,0.9937,0.19,0.046,0.45,3.29,10.0,0
white,7.0,0.52,1.7,5.0,61.0,0.9918,0.31,0.029,0.43,3.07,10.4,0
white,8.3,0.38,1.1,15.0,75.0,0.9934,0.4,0.038,0.43,3.03,9.2,0
white,6.1,0.36,4.7,36.0,116.0,0.991,0.37,0.035,0.62,3.31,12.6,1
white,7.3,0.34,7.5,29.0,152.0,0.9962,0.24,0.048,0.54,3.1,9.0,0
white,7.6,0.42,1.3,18.0,86.0,0.9908,0.29,0.035,0.39,2.99,11.3,0
white,9.4,0.55,2.2,17.0,119.0,0.9962,0.29,0.05,0.69,3.12,10.3,0
white,7.0,0.52,1.7,5.0,61.0,0.9918,0.31,0.029,0.43,3.07,10.4,0
white,8.6,0.41,2.2,29.0,111.0,0.9941,0.26,0.049,0.44,2.96,10.0,0
white,7.5,0.34,1.2,26.0,111.0,0.9931,0.21,0.06,0.47,3.51,10.7,1
white,7.2,0.24,10.0,35.0,197.0,0.9981,0.51,0.093,0.47,3.41,9.0,0
white,7.5,0.34,1.2,26.0,111.0,0.9931,0.21,0.06,0.47,3.51,10.7,1
white,5.3,0.2,1.1,48.0,166.0,0.9944,0.3,0.077,0.54,3.3,8.7,0
white,8.0,0.36,2.0,30.0,121.0,0.992,0.26,0.054,0.72,3.09,11.6,1
white,7.0,0.28,7.5,45.0,185.0,0.9966,0.21,0.07,0.55,3.34,9.4,0
white,6.7,0.26,4.0,35.5,216.0,0.9956,0.26,0.079,0.68,3.31,9.5,0
white,6.7,0.26,4.1,36.0,202.0,0.9956,0.26,0.073,0.67,3.3,9.5,0
white,8.1,0.37,1.9,48.0,159.0,0.9949,0.26,0.072,0.7,3.37,10.9,1
white,8.3,0.38,14.8,32.0,126.0,1.0002,0.22,0.054,0.5,3.22,9.7,0
white,6.4,0.51,5.5,62.0,172.0,0.9942,0.3,0.048,0.45,3.08,9.1,1
white,7.5,0.34,2.6,33.0,125.0,0.9923,0.19,0.037,0.49,3.1,11.1,1
white,8.8,0.44,6.35,9.0,87.0,0.9917,0.33,0.024,0.4,2.96,12.6,1
white,6.9,0.36,1.5,38.0,147.0,0.9931,0.2,0.031,0.56,3.35,11.0,1
white,8.0,0.32,1.6,32.0,166.0,0.992,0.37,0.04,0.55,3.0,11.3,1
white,8.3,0.38,14.8,32.0,126.0,1.0002,0.22,0.054,0.5,3.22,9.7,0
white,8.2,0.33,9.1,28.0,118.0,0.9953,0.29,0.036,0.4,2.96,10.9,1
white,7.7,0.3,8.0,25.0,192.0,0.9951,0.34,0.048,0.47,2.97,10.9,0
white,6.2,0.45,12.0,27.0,186.0,0.9974,0.55,0.049,0.5,3.17,9.3,1
white,6.4,0.19,3.2,28.0,124.0,0.9904,0.4,0.033,0.54,3.22,12.7,1
white,7.5,0.33,7.7,42.0,180.0,0.9974,0.28,0.048,0.59,3.37,10.1,1
white,7.8,0.44,1.3,43.0,132.0,0.9944,0.26,0.037,0.65,3.18,10.0,0
white,6.5,0.34,16.3,56.0,197.0,1.0004,0.26,0.051,0.42,3.49,9.8,0
white,6.8,0.33,4.7,31.0,118.0,0.9956,0.15,0.059,0.39,3.43,9.0,1
white,6.3,0.25,5.8,52.0,155.0,0.995,0.27,0.038,0.38,3.28,9.4,1
white,6.3,0.25,5.8,52.0,155.0,0.995,0.27,0.038,0.38,3.28,9.4,1
white,7.4,0.37,16.95,43.0,190.0,0.9995,0.2,0.048,0.42,3.03,9.2,1
white,6.3,0.21,5.1,29.0,142.0,0.9942,0.23,0.035,0.33,3.36,10.1,1
white,7.3,0.69,10.2,58.0,160.0,0.9977,0.31,0.041,0.45,3.06,8.6,0
white,5.2,0.45,3.8,21.0,128.0,0.992,0.24,0.027,0.49,3.55,11.2,2
white,7.0,0.32,1.3,39.0,123.0,0.992,0.24,0.037,0.42,3.17,11.2,2
white,7.4,0.37,16.95,43.0,190.0,0.9995,0.2,0.048,0.42,3.03,9.2,1
white,7.0,0.33,4.0,17.0,127.0,0.9934,0.17,0.034,0.39,3.19,10.6,1
white,8.3,0.58,17.1,62.0,213.0,1.0006,0.21,0.049,0.51,3.01,9.3,1
white,7.2,0.35,14.5,35.0,178.0,0.9982,0.21,0.048,0.47,3.05,8.9,1
white,7.1,0.4,1.2,24.0,156.0,0.9928,0.21,0.069,0.43,3.42,10.6,1
white,8.4,0.31,6.7,29.0,132.0,0.9945,0.17,0.038,0.32,3.1,10.6,1
white,7.4,0.31,8.4,52.0,183.0,0.9963,0.24,0.045,0.32,3.09,8.8,0
white,5.3,0.33,1.3,25.0,97.0,0.9906,0.24,0.033,0.38,3.59,11.0,2
white,6.5,0.26,8.8,44.0,139.0,0.9956,0.28,0.04,0.37,3.32,10.2,1
white,6.3,0.21,5.1,29.0,142.0,0.9942,0.23,0.035,0.33,3.36,10.1,1
white,6.5,0.25,10.6,32.0,120.0,0.9962,0.29,0.039,0.34,3.31,10.1,1
white,5.8,0.21,2.6,12.0,120.0,0.9894,0.29,0.025,0.79,3.39,14.0,1
white,6.3,0.25,5.8,52.0,155.0,0.995,0.27,0.038,0.38,3.28,9.4,1
white,6.3,0.42,2.8,45.0,107.0,0.9908,0.17,0.028,0.43,3.27,11.8,1
white,6.3,0.4,1.6,59.0,148.0,0.9914,0.16,0.033,0.53,3.44,11.4,0
white,7.9,0.39,6.7,6.0,117.0,0.9938,0.29,0.036,0.42,3.12,10.7,0
white,7.3,0.69,10.2,58.0,160.0,0.9977,0.31,0.041,0.45,3.06,8.6,0
white,5.5,0.45,4.9,25.0,191.0,0.9922,0.32,0.028,0.49,3.51,11.5,1
white,5.2,0.45,3.8,21.0,128.0,0.992,0.24,0.027,0.49,3.55,11.2,2
white,7.2,0.15,2.0,27.0,87.0,0.9903,0.37,0.029,0.59,3.3,12.6,1
white,6.1,0.27,1.7,13.0,76.0,0.9893,0.29,0.024,0.51,3.21,12.6,1
white,9.2,0.4,2.4,18.0,151.0,0.9952,0.22,0.054,0.46,3.04,9.3,0
white,7.2,0.15,2.0,27.0,87.0,0.9903,0.37,0.029,0.59,3.3,12.6,1
white,8.0,0.37,1.3,15.0,96.0,0.9912,0.18,0.04,0.61,3.06,12.1,1
white,6.5,0.34,12.0,55.0,177.0,0.9983,0.22,0.053,0.44,3.52,9.9,1
white,7.4,0.4,1.6,22.0,102.0,0.9937,0.18,0.047,0.44,3.28,10.7,0
white,6.5,0.17,1.4,5.0,26.0,0.9932,0.52,0.047,0.32,3.26,10.0,0
white,7.0,0.38,2.2,33.0,96.0,0.9928,0.15,0.047,0.39,3.13,10.4,2
white,5.9,0.13,1.4,11.0,64.0,0.9922,0.415,0.04,0.52,3.29,10.5,0
white,8.1,0.34,8.3,33.0,216.0,0.9976,0.45,0.037,0.64,3.31,9.7,0
white,5.8,0.13,1.4,11.0,64.0,0.9922,0.415,0.04,0.52,3.29,10.5,0
white,6.4,0.16,12.9,26.0,138.0,0.9974,0.5,0.042,0.33,3.28,9.0,0
white,6.7,0.32,12.4,34.0,106.0,0.998,0.105,0.051,0.45,3.54,9.2,1
white,6.0,0.3,1.6,30.0,117.0,0.9931,0.4,0.047,0.48,3.17,10.1,1
white,6.6,0.39,1.45,40.0,89.0,0.9911,0.25,0.04,0.4,3.35,11.4,1
white,9.8,0.45,1.6,11.0,124.0,0.9944,0.36,0.042,0.46,2.93,10.8,0
white,9.6,0.4,1.5,19.0,135.0,0.9937,0.23,0.044,0.49,2.96,10.9,0
white,6.3,0.45,13.0,33.0,182.0,0.9974,0.55,0.047,0.46,3.2,9.2,1
white,6.5,0.29,1.95,73.0,166.0,0.989,0.115,0.038,0.25,3.12,12.9,1
white,6.4,0.29,5.85,24.0,99.0,0.992,0.125,0.042,0.32,3.23,12.0,1
white,5.7,0.27,1.3,21.0,100.0,0.9928,0.1,0.047,0.46,3.27,9.5,0
white,7.9,0.29,5.3,33.0,117.0,0.9918,0.25,0.031,0.32,3.06,11.8,1
white,6.9,0.28,1.2,36.0,159.0,0.9936,0.2,0.048,0.43,3.19,9.1,1
white,6.9,0.34,4.0,24.0,128.0,0.9944,0.23,0.047,0.52,3.2,9.7,1
white,6.8,0.31,14.35,28.0,162.0,0.9988,0.39,0.043,0.54,3.17,9.1,0
white,8.7,0.42,2.3,27.0,114.0,0.994,0.22,0.053,0.43,2.99,10.0,0
white,7.4,0.34,4.7,19.0,127.0,0.9953,0.41,0.042,0.42,3.25,10.4,0
white,6.7,0.34,12.85,30.0,161.0,0.9986,0.25,0.048,0.47,3.44,9.5,1
white,6.0,0.42,5.2,70.0,178.0,0.9914,0.26,0.027,0.4,3.4,12.3,2
white,6.1,0.37,8.4,70.0,170.0,0.9934,0.31,0.031,0.4,3.42,11.7,2
white,9.2,0.46,3.2,39.0,133.0,0.996,0.28,0.058,0.58,3.14,9.5,0
white,9.0,0.49,6.9,26.0,91.0,0.9937,0.31,0.034,0.34,2.99,11.5,0
white,8.5,0.33,1.0,17.0,57.0,0.9921,0.16,0.076,0.46,3.14,10.6,1
white,9.3,0.49,7.3,30.0,146.0,0.998,0.34,0.052,0.61,3.17,10.2,0
white,9.2,0.46,3.2,39.0,133.0,0.996,0.28,0.058,0.58,3.14,9.5,0
white,7.2,0.3,1.6,27.0,131.0,0.9933,0.24,0.048,0.45,3.25,10.5,0
white,7.2,0.32,1.5,27.0,132.0,0.9933,0.25,0.047,0.44,3.26,10.5,0
white,6.8,0.18,7.5,71.0,223.0,0.9959,0.32,0.041,0.41,3.14,8.9,0
white,9.1,0.32,1.1,15.0,151.0,0.9936,0.27,0.031,0.41,3.03,10.6,0
white,8.9,0.32,1.3,12.0,188.0,0.9953,0.34,0.041,0.49,3.17,9.5,0
white,7.0,0.37,5.7,29.0,111.0,0.9938,0.17,0.025,0.49,3.2,10.8,1
white,6.7,0.23,7.2,61.0,220.0,0.9952,0.25,0.038,0.35,3.14,9.5,0
white,6.9,0.17,7.6,69.0,219.0,0.9959,0.32,0.042,0.4,3.13,8.9,0
white,6.8,0.18,7.5,71.0,223.0,0.9959,0.32,0.041,0.41,3.14,8.9,0
white,6.1,0.0,1.3,24.0,79.0,0.9937,0.6,0.042,0.38,3.31,9.4,0
white,5.3,0.07,1.3,26.0,102.0,0.992,0.395,0.035,0.35,3.5,10.6,1
white,7.9,0.3,4.8,37.0,171.0,0.9967,0.16,0.037,0.44,3.47,9.0,0
white,7.6,0.36,2.1,26.0,172.0,0.9944,0.33,0.034,0.48,3.42,10.5,0
white,7.8,0.29,16.85,23.0,135.0,0.9998,0.3,0.054,0.38,3.16,9.0,1
white,7.8,0.29,16.85,23.0,135.0,0.9998,0.3,0.054,0.38,3.16,9.0,1
white,5.7,0.27,4.1,73.5,189.5,0.9942,0.26,0.201,0.38,3.27,9.4,1
white,7.8,0.29,16.85,23.0,135.0,0.9998,0.3,0.054,0.38,3.16,9.0,1
white,7.5,0.34,1.3,50.0,153.0,0.9945,0.14,0.055,0.8,3.29,9.6,1
white,7.8,0.29,16.85,23.0,135.0,0.9998,0.3,0.054,0.38,3.16,9.0,1
white,6.6,0.41,7.4,29.0,151.0,0.9946,0.25,0.043,0.6,3.15,10.2,1
white,5.7,0.27,4.1,73.5,189.5,0.9942,0.26,0.201,0.38,3.27,9.4,1
white,8.2,0.49,0.9,15.0,73.0,0.9928,0.23,0.057,0.38,3.07,10.4,1
white,6.0,0.32,6.3,34.0,129.0,0.9946,0.24,0.03,0.41,3.52,10.4,0
white,6.1,0.27,0.8,13.0,82.0,0.9927,0.45,0.039,0.32,3.23,9.5,0
white,7.4,0.43,1.4,22.0,113.0,0.9938,0.23,0.044,0.62,3.22,10.6,1
white,7.2,0.38,1.0,21.0,74.0,0.9918,0.2,0.037,0.37,3.21,11.0,0
white,7.5,0.34,1.3,50.0,153.0,0.9945,0.14,0.055,0.8,3.29,9.6,1
white,7.7,0.43,4.5,20.0,115.0,0.9966,0.25,0.062,0.5,3.38,9.9,1
white,8.2,0.45,5.4,15.0,118.0,0.9954,0.61,0.03,0.34,3.14,9.6,0
white,7.6,0.44,1.9,10.0,119.0,0.9913,0.21,0.036,0.7,3.01,12.8,1
white,7.4,0.33,2.0,31.0,101.0,0.9931,0.22,0.045,0.55,3.42,11.4,0
white,7.2,0.26,12.7,49.0,214.0,0.9986,0.26,0.036,0.5,3.41,10.0,1
white,6.4,0.41,8.6,57.0,173.0,0.9965,0.25,0.042,0.44,3.0,9.1,0
white,6.3,0.35,11.1,29.0,198.0,0.9984,0.32,0.039,0.5,3.36,9.4,1
white,6.8,0.29,2.0,19.0,189.0,0.9952,0.25,0.042,0.54,3.46,10.2,1
white,9.8,0.4,2.8,35.0,167.0,0.9956,0.44,0.036,0.39,2.97,9.2,0
white,7.2,0.25,4.5,31.0,109.0,0.9949,0.2,0.044,0.36,3.23,9.4,0
white,8.2,0.45,5.4,15.0,118.0,0.9954,0.61,0.03,0.34,3.14,9.6,0
white,7.5,0.45,9.1,20.0,125.0,0.996,0.42,0.029,0.36,3.12,10.1,1
white,7.4,0.33,2.0,31.0,101.0,0.9931,0.22,0.045,0.55,3.42,11.4,0
white,6.4,0.3,2.2,33.0,134.0,0.992,0.26,0.025,0.47,3.21,10.6,1
white,7.9,0.32,4.1,40.0,138.0,0.9912,0.46,0.033,0.44,3.18,12.8,1
white,6.5,0.64,11.8,65.0,225.0,0.9978,0.41,0.065,0.51,3.12,8.9,0
white,7.5,0.37,1.2,22.0,184.0,0.9938,0.32,0.048,0.43,3.09,9.3,0
white,6.6,0.38,2.2,40.0,104.0,0.9914,0.21,0.026,0.4,3.25,11.1,2
white,7.1,0.3,1.4,45.0,143.0,0.9932,0.21,0.037,0.33,3.13,9.9,1
white,7.6,0.47,1.6,5.0,55.0,0.9944,0.26,0.068,0.45,3.1,9.6,0
white,7.6,0.44,1.9,10.0,119.0,0.9913,0.21,0.036,0.7,3.01,12.8,1
white,6.9,0.26,5.2,36.0,135.0,0.9948,0.25,0.024,0.72,3.16,10.7,1
white,7.1,0.32,14.45,29.0,107.0,0.998,0.26,0.074,0.42,2.96,9.2,1
white,7.3,0.4,14.75,44.5,129.5,0.9998,0.22,0.042,0.41,3.36,9.1,1
white,6.2,0.22,8.3,36.0,216.0,0.9964,0.37,0.025,0.6,3.33,9.6,1
white,7.9,0.45,14.2,53.0,141.0,0.9992,0.22,0.038,0.46,3.03,9.2,1
white,6.9,0.26,5.2,36.0,135.0,0.9948,0.25,0.024,0.72,3.16,10.7,1
white,7.3,0.4,14.75,44.5,129.5,0.9998,0.22,0.042,0.41,3.36,9.1,1
white,7.1,0.32,14.45,29.0,107.0,0.998,0.26,0.074,0.42,2.96,9.2,1
white,7.4,0.37,6.9,14.0,93.0,0.9939,0.25,0.02,0.48,3.0,10.7,1
